id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
25,Chastang,hydro,Run-Of-River,Store,FR,407.4984785439482,,1951.0,,,45.1518,2.0098,,0.0,0.0,0.0,{'17W100P100P0302T'},"{'ENTSOE': {'17W100P100P0302T'}, 'GEM': {'G601650'}, 'JRC': {'JRC-H151'}, 'OPSD': {'OEU-210'}, 'GPD': {'WRI1002704'}, 'GEO': {'GEO-2638', 'GEO-39746'}}"
26,Cheylas,hydro,Pumped Storage,Store,FR,835.2528362000301,,1979.0,,,45.3865,6.0013,5.8,0.0,0.0,0.0,{'17W100P100P0273A'},"{'ENTSOE': {'17W100P100P0273A'}, 'GEM': {'G601652'}, 'JRC': {'JRC-H63'}, 'OPSD': {'OEU-198'}, 'GPD': {'WRI1002705'}, 'GEO': {'GEO-45014'}}"
28,Combe Avrieux,hydro,Reservoir,Store,FR,171.06591420104309,,1950.0,,,45.215,6.712,,0.0,0.0,0.0,{'17W100P100P02837'},"{'ENTSOE': {'17W100P100P02837'}, 'GEM': {'G601654'}, 'JRC': {'JRC-H419'}, 'OPSD': {'OEU-235'}, 'GPD': {'WRI1002710'}, 'GEO': {'GEO-39818'}}"
29,Couesque,hydro,Run-Of-River,PP,FR,165.50279504003356,,1950.0,,,44.6953,2.5825,,0.0,0.0,0.0,{'17W100P100P0313O'},"{'ENTSOE': {'17W100P100P0313O'}, 'GEM': {'G601655'}, 'JRC': {'JRC-H433'}, 'OPSD': {'OEU-211'}, 'GPD': {'WRI1002714'}, 'GEO': {'GEO-39721'}}"
51,Pouget,hydro,Reservoir,Store,FR,621.5394882637898,,1951.0,,,44.0597,2.7701,1.573033708,0.0,0.0,0.0,{'17W100P100P0290A'},"{'ENTSOE': {'17W100P100P0290A'}, 'GEM': {'G601686'}, 'JRC': {'JRC-H73'}, 'OPSD': {'OEU-242'}, 'GPD': {'WRI1002758'}, 'GEO': {'GEO-39723'}}"
52,Pied De Borne,hydro,Reservoir,Store,FR,152.1513090536107,,1965.0,,,44.4788,3.9858,,0.0,0.0,0.0,{'17W100P100P0289W'},"{'ENTSOE': {'17W100P100P0289W'}, 'GEM': {'G601684'}, 'JRC': {'JRC-H471'}, 'OPSD': {'OEU-241'}, 'GPD': {'WRI1002755'}, 'GEO': {'GEO-39800'}}"
53,Ottmarsheim,hydro,Run-Of-River,PP,FR,216.96164727937173,,1952.0,,,47.7741,7.5225,,0.0,0.0,0.0,{'17W100P100P0306L'},"{'ENTSOE': {'17W100P100P0306L'}, 'GEM': {'G601682'}, 'JRC': {'JRC-H318'}, 'OPSD': {'OEU-222'}, 'GPD': {'WRI1002751'}, 'GEO': {'GEO-39779'}}"
54,Oraison,hydro,Reservoir,Store,FR,260.0758207771956,,1962.0,,,43.9212,5.9253,,0.0,0.0,0.0,{'17W100P100P0288Y'},"{'ENTSOE': {'17W100P100P0288Y'}, 'GEM': {'G601680'}, 'JRC': {'JRC-H260'}, 'OPSD': {'OEU-240'}, 'GPD': {'WRI1002750'}, 'GEO': {'GEO-39706'}}"
55,Montpezat,hydro,Reservoir,Store,FR,183.30477635526407,,1954.0,,,43.7514,6.0888,,0.0,0.0,0.0,{'17W100B100P0287S'},"{'ENTSOE': {'17W100B100P0287S'}, 'GEM': {'G601679'}, 'JRC': {'JRC-H387'}, 'OPSD': {'OEU-239'}, 'GPD': {'WRI1002748'}, 'GEO': {'GEO-39820'}}"
56,Vouglans,hydro,Reservoir,Store,FR,396.37224022192913,,1968.0,,,46.3968,5.6634,,0.0,0.0,0.0,{'17W100P100P0301V'},"{'ENTSOE': {'17W100P100P0301V'}, 'GEM': {'G601710'}, 'JRC': {'JRC-H167'}, 'OPSD': {'OEU-253'}, 'GPD': {'WRI1002786'}, 'GEO': {'GEO-39796', 'GEO-45927'}}"
57,Monteynard,hydro,Reservoir,Store,FR,509.0254032323721,,1962.0,,,44.8722,5.7726,212.8415301,0.0,0.0,0.0,{'17W100P100P02861'},"{'ENTSOE': {'17W100P100P02861'}, 'GEM': {'G601677'}, 'JRC': {'JRC-H105'}, 'OPSD': {'OEU-238'}, 'GPD': {'WRI1002746'}, 'GEO': {'GEO-39790'}}"
58,Mareges,hydro,Run-Of-River,PP,FR,208.61696853785742,,1935.0,2018.0,,45.3917,2.3646,,0.0,0.0,0.0,{'17W100P100P0328B'},"{'ENTSOE': {'17W100P100P0328B'}, 'GEM': {'G601675'}, 'JRC': {'JRC-H328'}, 'OPSD': {'OEU-214'}, 'GPD': {'WRI1002742'}, 'GEO': {'GEO-39738'}}"
59,Marckolsheim,hydro,Run-Of-River,PP,FR,217.2398032374222,,1961.0,,,48.1537,7.5898,,0.0,0.0,0.0,{'17W100P100P0305N'},"{'ENTSOE': {'17W100P100P0305N'}, 'GEM': {'G601674'}, 'JRC': {'JRC-H316'}, 'OPSD': {'OEU-220'}, 'GPD': {'WRI1002741'}, 'GEO': {'GEO-39808'}}"
60,Malgovert,hydro,Reservoir,Store,FR,413.0615977049577,,1952.0,,,45.6178,6.791,1370.707071,0.0,0.0,0.0,{'17W100P100P02853'},"{'ENTSOE': {'17W100P100P02853'}, 'GEM': {'G601672'}, 'JRC': {'JRC-H149'}, 'OPSD': {'OEU-237'}, 'GPD': {'WRI1002740'}, 'GEO': {'GEO-39815'}}"
61,Logis Neuf,hydro,Run-Of-River,PP,FR,266.7515637704071,,1960.0,1960.0,,44.6763,4.7868,,0.0,0.0,0.0,"{'17W000001017799C', '17W100P100P0322N'}","{'ENTSOE': {'17W000001017799C', '17W100P100P0322N'}, 'GEM': {'G601671'}, 'JRC': {'JRC-H356'}, 'OPSD': {'OEU-206'}, 'GPD': {'WRI1002690'}, 'GEO': {'GEO-39759'}}"
62,Kembs,hydro,Run-Of-River,PP,FR,225.44540399991126,,1932.0,2016.0,,47.6548,7.5183,,0.0,0.0,0.0,{'17W100P100P0307J'},"{'ENTSOE': {'17W100P100P0307J'}, 'GEM': {'G601664'}, 'JRC': {'JRC-H323', 'JRC-H299'}, 'OPSD': {'OEU-219'}, 'GPD': {'WRI1002738'}, 'GEO': {'GEO-39780'}}"
63,Grand Maison,hydro,Pumped Storage,Store,FR,2927.690353690827,,1987.0,2017.0,,45.1454,6.0515,20.59171598,0.0,0.0,0.0,{'17W100P100P02756'},"{'ENTSOE': {'17W100P100P02756'}, 'GEM': {'G601661'}, 'JRC': {'JRC-H3'}, 'OPSD': {'OEU-200'}, 'GPD': {'WRI1002734'}, 'GEO': {'GEO-42969'}}"
64,Gerstheim,hydro,Run-Of-River,PP,FR,195.4045605304598,,1967.0,,,48.4021,7.7272,,0.0,0.0,0.0,{'17W100P100P0310U'},"{'ENTSOE': {'17W100P100P0310U'}, 'GEM': {'G601659'}, 'JRC': {'JRC-H353'}, 'OPSD': {'OEU-217'}, 'GPD': {'WRI1002732'}, 'GEO': {'GEO-39807'}}"
65,Genissiat,hydro,Run-Of-River,Store,FR,552.8349666253222,,1948.0,1948.0,,46.0527,5.8128,,0.0,0.0,0.0,{'17W100P100P0319C'},"{'ENTSOE': {'17W100P100P0319C'}, 'GEM': {'G601658'}, 'JRC': {'JRC-H83'}, 'OPSD': {'OEU-216'}, 'GPD': {'WRI1002730'}, 'GEO': {'GEO-39698'}}"
66,Fessenheim,hydro,Run-Of-River,PP,FR,243.386463294167,,1956.0,,,47.9146,7.5706,,0.0,0.0,0.0,{'17W100P100P0303R'},"{'ENTSOE': {'17W100P100P0303R'}, 'GEM': {'G601657'}, 'JRC': {'JRC-H283'}, 'OPSD': {'OEU-213'}, 'GPD': {'WRI1002726'}, 'GEO': {'GEO-39778'}}"
67,Montezic,hydro,Pumped Storage,Store,FR,1567.175424622737,,1982.0,,,44.7372,2.6432,40.0,0.0,0.0,0.0,{'17W100P100P02772'},"{'ENTSOE': {'17W100P100P02772'}, 'GEM': {'G601678'}, 'JRC': {'JRC-H20'}, 'OPSD': {'OEU-201'}, 'GPD': {'WRI1002747'}, 'GEO': {'GEO-42240'}}"
68,Caderousse,hydro,Run-Of-River,PP,FR,259.5195088610946,,1975.0,1975.0,,44.0961,4.7233,,0.0,0.0,0.0,{'17W100P100P0325H'},"{'ENTSOE': {'17W100P100P0325H'}, 'GEM': {'G601649'}, 'JRC': {'JRC-H317'}, 'OPSD': {'OEU-209'}, 'GPD': {'WRI1002702'}, 'GEO': {'GEO-39825'}}"
69,Vogelgrun,hydro,Run-Of-River,PP,FR,195.4045605304598,,1958.0,,,48.0199,7.5733,,0.0,0.0,0.0,{'17W100P100P0311S'},"{'ENTSOE': {'17W100P100P0311S'}, 'GEM': {'G601709'}, 'JRC': {'JRC-H354', 'JRC-H364'}, 'OPSD': {'OEU-230'}, 'GPD': {'WRI1002785'}, 'GEO': {'GEO-5953'}}"
70,Villarodin,hydro,Reservoir,Store,FR,496.5083851201007,,1968.0,,,45.2128,6.7164,1932.492997,0.0,0.0,0.0,{'17W100P100P0300X'},"{'ENTSOE': {'17W100P100P0300X'}, 'GEM': {'G601708'}, 'JRC': {'JRC-H114'}, 'OPSD': {'OEU-252'}, 'GPD': {'WRI1002784'}, 'GEO': {'GEO-39817'}}"
71,Super Bissorte,hydro,Pumped Storage,Store,FR,1278.3673820851182,,1936.0,,,45.2047,6.5779,3.818181818,0.0,0.0,0.0,{'17W100P100P02764'},"{'ENTSOE': {'17W100P100P02764'}, 'GEM': {'G601707'}, 'JRC': {'JRC-H24'}, 'OPSD': {'OEU-203'}, 'GPD': {'WRI1002781'}, 'GEO': {'GEO-44379', 'GEO-39783'}}"
72,Strasbourg,hydro,Run-Of-River,PP,FR,205.5572529993022,,1969.0,2016.0,,48.5256,7.7966,,0.0,0.0,0.0,{'17W100P100P0308H'},"{'ENTSOE': {'17W100P100P0308H'}, 'GEM': {'G601706'}, 'JRC': {'JRC-H339'}, 'OPSD': {'OEU-228'}, 'GPD': {'WRI1002780'}, 'GEO': {'GEO-39811'}}"
73,St Etienne Cantales,hydro,Reservoir,Store,FR,143.66755233307114,,1945.0,2016.0,,44.9453,2.2184,,0.0,0.0,0.0,{'17W100P100P02950'},"{'ENTSOE': {'17W100P100P02950'}, 'GEM': {'G601698'}, 'JRC': {'JRC-H501'}, 'OPSD': {'OEU-251'}, 'GPD': {'WRI1002778'}, 'GEO': {'GEO-39739'}}"
74,Sisteron,hydro,Reservoir,Store,FR,333.7871496605719,,1975.0,2017.0,,44.2093,5.9186,,0.0,0.0,0.0,{'17W100P100P02942'},"{'ENTSOE': {'17W100P100P02942'}, 'GEM': {'G601705'}, 'JRC': {'JRC-H221'}, 'OPSD': {'OEU-250'}, 'GPD': {'WRI1002774'}, 'GEO': {'GEO-39773'}}"
75,Serre Poncon,hydro,Reservoir,Store,FR,534.059439456915,,1960.0,,,44.4709,6.2696,1036.756757,0.0,0.0,0.0,{'17W100P100P02926'},"{'ENTSOE': {'17W100P100P02926'}, 'GEM': {'G601704'}, 'JRC': {'JRC-H97'}, 'OPSD': {'OEU-249'}, 'GPD': {'WRI1002773'}, 'GEO': {'GEO-39770'}}"
76,Sarrans,hydro,Reservoir,Store,FR,254.51270161618606,,1932.0,,,44.828,2.7395,,0.0,0.0,0.0,{'17W100P100P02934'},"{'ENTSOE': {'17W100P100P02934'}, 'GEM': {'G601703'}, 'JRC': {'JRC-H267'}, 'OPSD': {'OEU-248'}, 'GPD': {'WRI1002771'}, 'GEO': {'GEO-39726'}}"
77,Sainte Croix,hydro,Reservoir,Store,FR,184.00016625039027,,1974.0,,,43.7375,6.1343,,0.0,0.0,0.0,{'17W100P100P0297X'},"{'ENTSOE': {'17W100P100P0297X'}, 'GEM': {'G601699'}, 'JRC': {'JRC-H384'}, 'OPSD': {'OEU-247'}, 'GPD': {'WRI1002770'}, 'GEO': {'GEO-39712'}}"
79,Saint Esteve,hydro,Reservoir,Store,FR,196.09995042558597,,1963.0,,,43.692,5.385,,0.0,0.0,0.0,{'17W100P100P0298V'},"{'ENTSOE': {'17W100P100P0298V'}, 'GEM': {'G601694'}, 'JRC': {'JRC-H351'}, 'OPSD': {'OEU-245'}, 'GPD': {'WRI1002766'}, 'GEO': {'GEO-39736'}}"
80,Saint Chamas,hydro,Reservoir,Store,FR,221.13398665012886,,1965.0,,,43.529,5.0741,,0.0,0.0,0.0,{'17W100P100P0296Z'},"{'ENTSOE': {'17W100P100P0296Z'}, 'GEM': {'G601693'}, 'JRC': {'JRC-H311'}, 'OPSD': {'OEU-244'}, 'GPD': {'WRI1002765'}, 'GEO': {'GEO-39735'}}"
81,Rhinau,hydro,Run-Of-River,PP,FR,211.3985281183622,,1963.0,2016.0,,48.2844,7.6768,,0.0,0.0,0.0,{'17W100P100P0304P'},"{'ENTSOE': {'17W100P100P0304P'}, 'GEM': {'G601690'}, 'JRC': {'JRC-H325'}, 'OPSD': {'OEU-225'}, 'GPD': {'WRI1002764'}, 'GEO': {'GEO-39809'}}"
82,Revin,hydro,Pumped Storage,Store,FR,1391.5140034012873,,1974.0,,,49.9276,4.6171,5.573019802,0.0,0.0,0.0,{'17W100P100P02780'},"{'ENTSOE': {'17W100P100P02780'}, 'GEM': {'G601689'}, 'JRC': {'JRC-H29'}, 'OPSD': {'OEU-202'}, 'GPD': {'WRI1002763'}, 'GEO': {'GEO-39715', 'GEO-45157'}}"
83,Pragneres,hydro,Reservoir,Store,FR,263.1355363157508,,1953.0,,,42.8205,0.0102,,0.0,0.0,0.0,{'17W100P100P02918'},"{'ENTSOE': {'17W100P100P02918'}, 'GEM': {'G601687'}, 'JRC': {'JRC-H257'}, 'OPSD': {'OEU-243'}, 'GPD': {'WRI1002759'}, 'GEO': {'GEO-39776'}}"
89,Saint Guillerme,hydro,Reservoir,Store,FR,161.3304556692764,,1983.0,,,45.029,6.0717,,0.0,0.0,0.0,{'17W100P100P0299T'},"{'ENTSOE': {'17W100P100P0299T'}, 'GEM': {'G601695'}, 'JRC': {'JRC-H440'}, 'OPSD': {'OEU-246'}, 'GPD': {'WRI1002767'}, 'GEO': {'GEO-45154', 'GEO-39797'}}"
128,Brommat,hydro,Reservoir,Store,FR,564.6565948424675,,1933.0,,,44.7682,2.6834,,0.0,0.0,0.0,{'17W100P100P02829'},"{'ENTSOE': {'17W100P100P02829'}, 'GEM': {'G601648'}, 'JRC': {'JRC-H89'}, 'OPSD': {'OEU-234'}, 'GPD': {'WRI1002700'}, 'GEO': {'GEO-39720'}}"
141,Aston,hydro,Run-Of-River,PP,FR,144.6410981862478,,1947.0,,,42.7772,1.6764,,0.0,0.0,0.0,{'17W100P100P0315K'},"{'ENTSOE': {'17W100P100P0315K'}, 'GEM': {'G601638'}, 'JRC': {'JRC-H495'}, 'OPSD': {'OEU-204'}, 'GPD': {'WRI1002688'}, 'GEO': {'GEO-39716'}}"
142,Avignon,hydro,Run-Of-River,PP,FR,166.89357483028596,,1973.0,1973.0,,43.9764,4.8191,,0.0,0.0,0.0,{'17W100P100P0326F'},"{'ENTSOE': {'17W100P100P0326F'}, 'GEM': {'G601640'}, 'JRC': {'JRC-H407'}, 'OPSD': {'OEU-205'}, 'GPD': {'WRI1002689'}, 'GEO': {'GEO-39823'}}"
143,Bathie,hydro,Reservoir,Store,FR,823.3416358294106,,1961.0,2018.0,,45.6452,6.4443,1038.827839,0.0,0.0,0.0,{'17W100P100P0280D'},"{'ENTSOE': {'17W100P100P0280D'}, 'GEM': {'G601641'}, 'JRC': {'JRC-H47'}, 'OPSD': {'OEU-232'}, 'GPD': {'WRI1002691'}, 'GEO': {'GEO-39814', 'GEO-45155'}}"
144,Beauchastel,hydro,Run-Of-River,PP,FR,267.0297197284575,,1963.0,1963.0,,44.8242,4.8099,,0.0,0.0,0.0,{'17W100P100P0321P'},"{'ENTSOE': {'17W100P100P0321P'}, 'GEM': {'G601643'}, 'JRC': {'JRC-H245'}, 'OPSD': {'OEU-207'}, 'GPD': {'WRI1002692'}, 'GEO': {'GEO-39756'}}"
145,Bollene,hydro,Run-Of-River,PP,FR,485.66030275613207,,1952.0,1952.0,,44.3039,4.7418,,0.0,0.0,0.0,{'17W100P100P0324J'},"{'ENTSOE': {'17W100P100P0324J'}, 'GEM': {'G601645'}, 'JRC': {'JRC-H116'}, 'OPSD': {'OEU-212'}, 'GPD': {'WRI1002723'}, 'GEO': {'GEO-39757'}}"
146,Bort,hydro,Reservoir,Store,FR,326.83325070931,,1951.0,,,45.4127,2.4986,,0.0,0.0,0.0,{'17W100P100P0281B'},"{'ENTSOE': {'17W100P100P0281B'}, 'GEM': {'G601646'}, 'JRC': {'JRC-H187'}, 'OPSD': {'OEU-233'}, 'GPD': {'WRI1002696'}, 'GEO': {'GEO-2402', 'GEO-39749'}}"
147,Curbans,hydro,Reservoir,Store,FR,193.3183908450812,,1966.0,,,47.915,6.0616,,0.0,0.0,0.0,{'17W100P100P02845'},"{'ENTSOE': {'17W100P100P02845'}, 'GEM': {'G601656'}, 'JRC': {'JRC-H370'}, 'OPSD': {'OEU-236'}, 'GPD': {'WRI1002717'}, 'GEO': {'GEO-39714'}}"
148,Bourg Les Valence,hydro,Run-Of-River,PP,FR,250.3403622454289,,1968.0,1968.0,,44.9612,4.8724,,0.0,0.0,0.0,{'17W100P100P0320R'},"{'ENTSOE': {'17W100P100P0320R'}, 'GEM': {'G601647'}, 'JRC': {'JRC-H274'}, 'OPSD': {'OEU-208'}, 'GPD': {'WRI1002698'}, 'GEO': {'GEO-39761'}}"
260,Saussaz,hydro,Run-Of-River,PP,FR,202.21938150269648,,1973.0,,,45.211,6.475,,0.0,0.0,0.0,{'17W100P100P0309F'},"{'ENTSOE': {'17W100P100P0309F'}, 'GEM': {'G601667'}, 'JRC': {'JRC-H341'}, 'OPSD': {'OEU-227'}, 'GPD': {'WRI1002772'}}"
261,Saint Pierre,hydro,Run-Of-River,PP,FR,310.14389322628136,,,,,45.3906,2.3663,,0.0,0.0,0.0,"{'17W100P100P0317G', '17W100P100P03299'}","{'ENTSOE': {'17W100P100P0317G', '17W100P100P03299'}, 'GEM': {'G601697'}, 'JRC': {'JRC-H203'}, 'OPSD': {'OEU-226'}, 'GPD': {'WRI1002768', 'WRI1002769'}}"
262,Randens,hydro,Run-Of-River,PP,FR,172.73484994934594,,1954.0,,,45.5275,6.3208,,0.0,0.0,0.0,{'17W100P100P0312Q'},"{'ENTSOE': {'17W100P100P0312Q'}, 'GEM': {'G601688'}, 'JRC': {'JRC-H413'}, 'OPSD': {'OEU-224'}, 'GPD': {'WRI1002762'}}"
263,Passy,hydro,Run-Of-River,PP,FR,144.6410981862478,,1951.0,,,45.917,6.7272,,0.0,0.0,0.0,{'17W100P100P0316I'},"{'ENTSOE': {'17W100P100P0316I'}, 'GEM': {'G601683'}, 'JRC': {'JRC-H498'}, 'OPSD': {'OEU-223'}, 'GPD': {'WRI1002753'}}"
321,Brens,hydro,Run-Of-River,Store,FR,125.17018112271445,,1982.0,,,45.7253,5.699,,0.0,0.0,0.0,{'17W000001017790U'},"{'ENTSOE': {'17W000001017790U'}, 'GEM': {'G601644'}, 'JRC': {'JRC-H556'}, 'GPD': {'WRI1026744'}, 'GEO': {'GEO-39816'}}"
322,Chateauneuf Du Rhone,hydro,Run-Of-River,PP,FR,383.0207542355062,,1957.0,,,44.498,4.7092,,0.0,0.0,0.0,{'17W100P100P0323L'},"{'ENTSOE': {'17W100P100P0323L'}, 'GEM': {'G601662'}, 'JRC': {'JRC-H165'}, 'GPD': {'WRI1002744'}, 'GEO': {'GEO-39758'}}"
383,Aigle,hydro,Reservoir,Store,FR,500.6807244908578,,1945.0,,,45.2438,2.2248,,0.0,0.0,0.0,{'17W100P100P0279Z'},"{'ENTSOE': {'17W100P100P0279Z'}, 'GEM': {'G601665'}, 'JRC': {'JRC-H109'}, 'OPSD': {'OEU-231'}, 'GEO': {'GEO-3929'}}"
384,Beaucaire,hydro,Run-Of-River,PP,FR,292.0637559530004,,1970.0,1970.0,,43.8238,4.6424,,0.0,0.0,0.0,{'17W100P100P0327D'},"{'ENTSOE': {'17W100P100P0327D'}, 'GEM': {'G601642'}, 'JRC': {'JRC-H228'}, 'OPSD': {'OEU-229'}, 'GEO': {'GEO-39762'}}"
478,Pierre Benite,hydro,Run-Of-River,PP,FR,111.26238322019063,,1966.0,,,45.7018,4.8422,,0.0,0.0,0.0,{'17W000001017793O'},"{'ENTSOE': {'17W000001017793O'}, 'GEM': {'G601685'}, 'JRC': {'JRC-H767'}, 'GPD': {'WRI1026738'}, 'GEO': {'GEO-39813'}}"
